"feature_name","feature_weight","finding_name"
"Intercept",-3.19748699267474,"listhesis_grade_1"
"listhesis_grade_1_regex",4.82075172443582,"listhesis_grade_1"
"BODY_2_3",-0.959487747408025,"listhesis_grade_1"
"BODY_align",-0.227619322032174,"listhesis_grade_1"
"BODY_anterolisthesi",0.719269467182856,"listhesis_grade_1"
"BODY_bear_lumbar_vertebra",0.267423106950568,"listhesis_grade_1"
"BODY_c3_c4",-0.17363194260696,"listhesis_grade_1"
"BODY_cord_sigl",0.257787670778705,"listhesis_grade_1"
"BODY_grade",0.342452952860436,"listhesis_grade_1"
"BODY_grade_1",0.897201966832518,"listhesis_grade_1"
"BODY_joint_hypertrophi",-0.252851578247055,"listhesis_grade_1"
"BODY_l5_s1_anterolisthesi",0.0831474753394247,"listhesis_grade_1"
"BODY_peripher_osteophyt",0.591199438975713,"listhesis_grade_1"
"BODY_retrolisthesi",0.357176945131014,"listhesis_grade_1"
"BODY_s1_anterolisthesi",0.0215853357108677,"listhesis_grade_1"
"BODY_uncovertebr",-0.976221161227178,"listhesis_grade_1"
"IMP_1_2",1.72788840294455,"listhesis_grade_1"
"IMP_2014_1",0.00872976026238899,"listhesis_grade_1"
"IMP_addit",0.244071408732775,"listhesis_grade_1"
"IMP_anterolisthesi",0.0410647039684747,"listhesis_grade_1"
"IMP_degener_basi",0.578467568924872,"listhesis_grade_1"
"IMP_earli",-0.40922433444043,"listhesis_grade_1"
"IMP_l4_foramen",1.08618046701126,"listhesis_grade_1"
"IMP_l5_s1_spondylolisthesis",0.834974460126566,"listhesis_grade_1"
"IMP_lumbar_dextroscoliosi",0.0337347007684299,"listhesis_grade_1"
"IMP_radicular",1.19164855982214,"listhesis_grade_1"
"IMP_s1_spondylolisthesis",0.685577516410865,"listhesis_grade_1"
"cutoff",0.119351279632812,"listhesis_grade_1"
"Intercept",-5.42577722966738,"listhesis_grade_2"
"listhesis_grade_2_regex",4.94493724613634,"listhesis_grade_2"
"BODY_12_mm",0.00937807191458002,"listhesis_grade_2"
"BODY_2_l2",0.327360185149577,"listhesis_grade_2"
"BODY_2_l2_3",0.269536479331934,"listhesis_grade_2"
"BODY_grade_1_2",3.32777405291339,"listhesis_grade_2"
"BODY_grade_2",2.61304874726986,"listhesis_grade_2"
"BODY_l1_2_l2",0.14486067983478,"listhesis_grade_2"
"IMP_2_l5",0.323129861398511,"listhesis_grade_2"
"IMP_2_l5_s1",0.207263800927664,"listhesis_grade_2"
"IMP_50",0.0616216160958737,"listhesis_grade_2"
"IMP_boni_fusion",1.19222382154574,"listhesis_grade_2"
"IMP_bowel",0.570216095586502,"listhesis_grade_2"
"IMP_deminer",0.981169362400188,"listhesis_grade_2"
"IMP_evalu_2",1.97526871194145,"listhesis_grade_2"
"IMP_grade_1_2",3.09241577385395,"listhesis_grade_2"
"IMP_grade_2",2.00765964036798,"listhesis_grade_2"
"IMP_question",2.72578834588523,"listhesis_grade_2"
"IMP_spinou",0.671759063652098,"listhesis_grade_2"
"IMP_spinou_process",0.563069534502566,"listhesis_grade_2"
"IMP_stool",1.05765106759139,"listhesis_grade_2"
"cutoff",0.0432476700795657,"listhesis_grade_2"
"Intercept",-4.38852267060124,"spondylolysis"
"spondylolysis_regex",0.831937041594653,"spondylolysis"
"BODY_defect",0.404460575065013,"spondylolysis"
"BODY_l2_l4",0.00114432792841717,"spondylolysis"
"BODY_l5_spondylolysis",3.29230383174937,"spondylolysis"
"BODY_par",1.95526409349248,"spondylolysis"
"BODY_par_defect",0.354221813766401,"spondylolysis"
"BODY_sac_rrow",0.787909219327067,"spondylolysis"
"BODY_spine_3_view",0.00113695592876356,"spondylolysis"
"BODY_thecal_sac_rrow",0.786814941825595,"spondylolysis"
"IMP_1_grade",0.159666594142913,"spondylolysis"
"IMP_1_grade_1",0.853148002795019,"spondylolysis"
"IMP_defect",0.713723709190288,"spondylolysis"
"IMP_par",1.68135728135842,"spondylolysis"
"IMP_spondylolysis",0.329057228026941,"spondylolysis"
"cutoff",0.0279091050924589,"spondylolysis"
"Intercept",-2.84718532920019,"scoliosis"
"modality_MR",-0.113591042313445,"scoliosis"
"scoliosis_regex",4.26901165103306,"scoliosis"
"scoliosis_negex",-2.04153463095913,"scoliosis"
"BODY_apex",0.212964025396642,"scoliosis"
"BODY_center",0.153299272229609,"scoliosis"
"BODY_convex",1.04092970048147,"scoliosis"
"BODY_curv",0.151202921374737,"scoliosis"
"BODY_dextroconvex",0.41386395960687,"scoliosis"
"BODY_dextroscoliosi",0.470051633293061,"scoliosis"
"BODY_levoconvex",0.303103002680366,"scoliosis"
"BODY_levoscoliosi",0.642203966096189,"scoliosis"
"BODY_lordot",-0.64879433992405,"scoliosis"
"BODY_lordot_curvatur",-0.6179875347706,"scoliosis"
"BODY_lumbar_curv",2.50872547054052,"scoliosis"
"BODY_no_lumbar_scoliosi",-0.473542066320996,"scoliosis"
"BODY_normal",-0.189199589823941,"scoliosis"
"BODY_scoliosi",0.0384765716860672,"scoliosis"
"BODY_visual_cord",-0.370246002966496,"scoliosis"
"IMP_cholecystectomi",0.202872733709263,"scoliosis"
"IMP_curv",0.354222682747927,"scoliosis"
"IMP_deform_involv",0.90394596724167,"scoliosis"
"IMP_lumbar_curv",1.16850074345787,"scoliosis"
"IMP_medial",0.0297119362134733,"scoliosis"
"IMP_pelvic",0.162353098519325,"scoliosis"
"IMP_rib",-0.240914525972231,"scoliosis"
"IMP_scoliosi",0.129275529446502,"scoliosis"
"cutoff",0.553156799769698,"scoliosis"
"Intercept",-4.48991856469552,"endplate_edema"
"modality_MR",0.0269020858577104,"endplate_edema"
"endplate_edema_regex",1.82224186033698,"endplate_edema"
"BODY_14",0.268637884952424,"endplate_edema"
"BODY_2_3",0.0439047570157023,"endplate_edema"
"BODY_3_mm_retrolisthesi",0.0439277461076218,"endplate_edema"
"BODY_4_disc",0.0538215357415266,"endplate_edema"
"BODY_5_minim",0.262297754285333,"endplate_edema"
"BODY_6",0.00278724602069984,"endplate_edema"
"BODY_6_lumbar_type",0.0127450354741221,"endplate_edema"
"BODY_analysi",0.898134841196,"endplate_edema"
"BODY_arthropathi_caus",0.155433032336973,"endplate_edema"
"BODY_axial_imag",0.23189610644354,"endplate_edema"
"BODY_bilater_foramen",0.0438179148403579,"endplate_edema"
"BODY_bilater_mild",0.135236191936195,"endplate_edema"
"BODY_bilater_neuroforamin_stenosi",0.119162701204749,"endplate_edema"
"BODY_bulg",0.0967742543233376,"endplate_edema"
"BODY_bulg_facet",0.251768766089698,"endplate_edema"
"BODY_cal_stenosi_l4",0.282230871159156,"endplate_edema"
"BODY_canal_narrow_moder",0.0271177062027409,"endplate_edema"
"BODY_central_cal_stenosi",0.00467963902574663,"endplate_edema"
"BODY_central_protrus",0.0133117921380998,"endplate_edema"
"BODY_contribut",0.0722247356427776,"endplate_edema"
"BODY_cord_compress",0.398926330480827,"endplate_edema"
"BODY_cord_sigl",0.92987529123432,"endplate_edema"
"BODY_count",0.331672072451663,"endplate_edema"
"BODY_count_purpos",0.219920053024799,"endplate_edema"
"BODY_degener",0.0111366623906323,"endplate_edema"
"BODY_degener_facet_hypertrophi",0.191046210054567,"endplate_edema"
"BODY_disc_bulg",0.0906242498763927,"endplate_edema"
"BODY_disc_dehydr",0.0257828531981778,"endplate_edema"
"BODY_disc_osteophyt",0.0397691515540512,"endplate_edema"
"BODY_disc_osteophyt_complex",0.0330064578555755,"endplate_edema"
"BODY_discogen",0.0120958476484191,"endplate_edema"
"BODY_edema",0.268571328522974,"endplate_edema"
"BODY_endplat",0.0973316462067343,"endplate_edema"
"BODY_endplat_degener",0.313316460232725,"endplate_edema"
"BODY_endplat_degener_chang",0.282476148852095,"endplate_edema"
"BODY_endplat_edema",0.234930992514988,"endplate_edema"
"BODY_enlarg",0.257159302386576,"endplate_edema"
"BODY_exit_l5",0.0672867229825304,"endplate_edema"
"BODY_exit_l5_nerv",0.0674759843979129,"endplate_edema"
"BODY_facet_arthropathi_caus",0.15586464200916,"endplate_edema"
"BODY_facet_hypertrophi",0.0230516153823712,"endplate_edema"
"BODY_facet_hypertrophi_thicken",0.00632469790191524,"endplate_edema"
"BODY_fatti",0.129213791170753,"endplate_edema"
"BODY_flavum",0.0064609268368619,"endplate_edema"
"BODY_fluid_collect",0.162477425946839,"endplate_edema"
"BODY_foramen",0.0237570476503561,"endplate_edema"
"BODY_hemilaminotomi",0.0645119888806951,"endplate_edema"
"BODY_hypertrophi_thicken",0.00633079429300156,"endplate_edema"
"BODY_hypertrophi_thicken_ligamentum",0.302260622350249,"endplate_edema"
"BODY_inferior_endplat",0.0392627634724328,"endplate_edema"
"BODY_inferiorli",0.150208249031368,"endplate_edema"
"BODY_intern",0.505758353510741,"endplate_edema"
"BODY_irregular",0.177542044689633,"endplate_edema"
"BODY_l2_l2",0.0617811487388501,"endplate_edema"
"BODY_l2_l2_l3",0.170093606808042,"endplate_edema"
"BODY_l2_l3_moder",0.0872182701565191,"endplate_edema"
"BODY_l2_nerv_root",0.0740839299708641,"endplate_edema"
"BODY_l3_4_disc",0.0541846325755732,"endplate_edema"
"BODY_l3_l4_no",0.0821715970614049,"endplate_edema"
"BODY_l3_no_spinal",0.0695731648580074,"endplate_edema"
"BODY_l4_5_minim",0.262900019364553,"endplate_edema"
"BODY_l5_s1_circumferenti",0.140979135228493,"endplate_edema"
"BODY_left_neuroforamin",0.406228006452158,"endplate_edema"
"BODY_left_neuroforamin_narrow",0.0362710930397193,"endplate_edema"
"BODY_left_neuroforamin_stenosi",0.0613159173655126,"endplate_edema"
"BODY_left_renal_cyst",0.542289157937678,"endplate_edema"
"BODY_ligamentum_flavum",0.00662220969375863,"endplate_edema"
"BODY_mild_bilater",0.0409095851946368,"endplate_edema"
"BODY_mild_bilater_foramen",0.0748700157836701,"endplate_edema"
"BODY_mild_central_cal",0.0995297984315667,"endplate_edema"
"BODY_mild_degre",0.607205429105299,"endplate_edema"
"BODY_mild_foramen",0.0759470094969798,"endplate_edema"
"BODY_mild_l2",0.544896470547669,"endplate_edema"
"BODY_mild_thecal",0.0909707666871194,"endplate_edema"
"BODY_mild_thecal_sac",0.0907893427739659,"endplate_edema"
"BODY_mild_type",0.305079038208899,"endplate_edema"
"BODY_minim",0.057106657617293,"endplate_edema"
"BODY_minim_anterolisthesi",0.247912358826155,"endplate_edema"
"BODY_minim_narrow",0.219700172482554,"endplate_edema"
"BODY_mix",0.218686361302869,"endplate_edema"
"BODY_moder",0.000776126312263678,"endplate_edema"
"BODY_moder_left",0.140629408475585,"endplate_edema"
"BODY_moder_left_neuro",0.0638929267365896,"endplate_edema"
"BODY_moder_left_neuroforamin",0.809665708047585,"endplate_edema"
"BODY_moder_neuro",0.45093182020903,"endplate_edema"
"BODY_moder_neuro_foramen",0.451271443527827,"endplate_edema"
"BODY_modic",0.746750873515284,"endplate_edema"
"BODY_modic_endplat",0.662816270849729,"endplate_edema"
"BODY_modic_endplat_degener",0.253823000005857,"endplate_edema"
"BODY_modic_type",0.438560240442439,"endplate_edema"
"BODY_monthk_facet",0.426033867687442,"endplate_edema"
"BODY_monthk_left",0.424517628870762,"endplate_edema"
"BODY_narrow_bilater",0.0267031270553377,"endplate_edema"
"BODY_narrow_minim",0.158917897366381,"endplate_edema"
"BODY_narrow_neural",0.0768399949342648,"endplate_edema"
"BODY_narrow_neural_foramen",0.0768461705250731,"endplate_edema"
"BODY_nerv_root_bilater",0.116849954523175,"endplate_edema"
"BODY_neuro_foramen_narrow",0.0479185289135182,"endplate_edema"
"BODY_neuroforamina",0.442340147622047,"endplate_edema"
"BODY_no_patholog_monthrow",0.0548803150557223,"endplate_edema"
"BODY_no_spinal_stenosi",0.0324898728684168,"endplate_edema"
"BODY_osteophyt_complex",0.00510422918176214,"endplate_edema"
"BODY_paraspil_soft",0.0534675108126397,"endplate_edema"
"BODY_paraspil_soft_tissu",0.0534346945824666,"endplate_edema"
"BODY_patent_l2",0.0650827890047717,"endplate_edema"
"BODY_patholog_monthrow",0.0546175662978533,"endplate_edema"
"BODY_protrus",0.0584572542833585,"endplate_edema"
"BODY_reactiv",0.64833854886877,"endplate_edema"
"BODY_reactiv_endplat",0.217172350598917,"endplate_edema"
"BODY_remot",0.0321255058922264,"endplate_edema"
"BODY_retrolisthesi",0.0347695366891532,"endplate_edema"
"BODY_review",0.118534818183587,"endplate_edema"
"BODY_root_bilater",0.116993180170373,"endplate_edema"
"BODY_round",0.0294296449977622,"endplate_edema"
"BODY_s1_circumferenti",0.141735222085984,"endplate_edema"
"BODY_s1_circumferenti_disc",0.141862156822853,"endplate_edema"
"BODY_s1_left",0.394482937123424,"endplate_edema"
"BODY_sac_l4",0.129767988559975,"endplate_edema"
"BODY_sac_l4_l5",0.272704833913687,"endplate_edema"
"BODY_schmorl_node",0.069315610052027,"endplate_edema"
"BODY_sequenc_comparison",0.143574632322095,"endplate_edema"
"BODY_sever",0.00908847513518544,"endplate_edema"
"BODY_sever_canal",0.167464136732405,"endplate_edema"
"BODY_sever_spinal_canal",0.0194389730258917,"endplate_edema"
"BODY_show",0.0875794129845325,"endplate_edema"
"BODY_signal_chang",0.247180887127647,"endplate_edema"
"BODY_space_mild",0.186956658957429,"endplate_edema"
"BODY_space_no",0.159894321695094,"endplate_edema"
"BODY_spinal",0.00598381990172241,"endplate_edema"
"BODY_spinal_canal",0.00905874718699616,"endplate_edema"
"BODY_t10_11",0.035809395466729,"endplate_edema"
"BODY_t11",0.0939779128712808,"endplate_edema"
"BODY_t2_weight",0.248815816230999,"endplate_edema"
"BODY_thicken_ligamentum",0.303258509759281,"endplate_edema"
"BODY_thicken_ligamentum_flavum",0.303020169316258,"endplate_edema"
"BODY_thorac_spine",0.0434268396386783,"endplate_edema"
"BODY_type",0.203269578043574,"endplate_edema"
"BODY_uncov",0.552342967233983,"endplate_edema"
"BODY_upper_sacrum",0.187227497374453,"endplate_edema"
"BODY_weight",0.163023078615488,"endplate_edema"
"IMP_1_lumbar",0.0480461968594461,"endplate_edema"
"IMP_2_multilevel_degener",0.183025234190945,"endplate_edema"
"IMP_benign",0.0776543762346037,"endplate_edema"
"IMP_bilater",0.0477489524342434,"endplate_edema"
"IMP_bilater_l4",0.249757948896017,"endplate_edema"
"IMP_bilater_l4_l5",0.147371617094459,"endplate_edema"
"IMP_bilater_neuroforamin",0.903206934262962,"endplate_edema"
"IMP_degener_disc_diseas",0.00633846622734368,"endplate_edema"
"IMP_disciti",0.409475587052663,"endplate_edema"
"IMP_exit_l5",0.157264034913455,"endplate_edema"
"IMP_exit_l5_nerv",0.157212533650144,"endplate_edema"
"IMP_high_grade",0.378478035455061,"endplate_edema"
"IMP_imping",0.0942662509939503,"endplate_edema"
"IMP_inferiorli",0.0577221885474416,"endplate_edema"
"IMP_l3_l4_sever",0.585056431065254,"endplate_edema"
"IMP_l4_vertebr",0.105759577183396,"endplate_edema"
"IMP_l4_vertebr_bodi",0.10563947559591,"endplate_edema"
"IMP_lumbar_spondylosis",0.104396719127672,"endplate_edema"
"IMP_lumbar_spondylosis_2",0.21009871115747,"endplate_edema"
"IMP_moder_neuro",0.173261984142865,"endplate_edema"
"IMP_moder_neuro_foramen",0.17361163986392,"endplate_edema"
"IMP_moder_sever",0.35837113062737,"endplate_edema"
"IMP_modic_type",0.25531821709061,"endplate_edema"
"IMP_neuro_compress",0.417150803808279,"endplate_edema"
"IMP_neuroforamin",0.105182436032937,"endplate_edema"
"IMP_neuroforamin_stenosi",0.302801918676124,"endplate_edema"
"IMP_no_neuro",0.487283430535963,"endplate_edema"
"IMP_not_exclud",0.0705829803694294,"endplate_edema"
"IMP_osteomyel",0.274786487479178,"endplate_edema"
"IMP_s1_secondari",0.128524542769724,"endplate_edema"
"IMP_type",0.0866423428403487,"endplate_edema"
"cutoff",0.0363213611554944,"endplate_edema"
"Intercept",-4.90979944488227,"disc_bulge"
"modality_MR",1.35904100100716,"disc_bulge"
"disc_bulge_regex",6.30277491724301,"disc_bulge"
"disc_bulge_negex",-6.08018533844248,"disc_bulge"
"BODY_bulg",1.4363154570267,"disc_bulge"
"BODY_complex",0.160593989725588,"disc_bulge"
"BODY_disc_broad",4.29728451576315,"disc_bulge"
"BODY_disc_diseas_mild",-1.14595862350067,"disc_bulge"
"BODY_diseas_mild",-0.813033760279126,"disc_bulge"
"BODY_facet_joint_l4",0.759945271569546,"disc_bulge"
"BODY_fluid_level",-0.00638454400394684,"disc_bulge"
"BODY_foramen",0.0823248342462799,"disc_bulge"
"BODY_joint_l4",0.487638398320051,"disc_bulge"
"BODY_l4_disc_space",-2.27815427092278,"disc_bulge"
"BODY_later_curvatur",-2.14671771967794,"disc_bulge"
"BODY_monthrow_signal_intens",0.667547708905771,"disc_bulge"
"BODY_osteophyt_disc",0.162573142896701,"disc_bulge"
"BODY_posterior_disc_osteophyt",0.631767951880307,"disc_bulge"
"BODY_protrus_compress",-0.229459073099114,"disc_bulge"
"IMP_angu",-0.330272362191782,"disc_bulge"
"IMP_angu_marshal",-0.271579818328878,"disc_bulge"
"IMP_c5",-2.02352367326569,"disc_bulge"
"IMP_c6",-0.17473013077588,"disc_bulge"
"IMP_marshal",-0.151483040498718,"disc_bulge"
"cutoff",0.664033561420872,"disc_bulge"
"Intercept",-2.32328951174591,"disc_protrusion"
"modality_MR",0.101991274031848,"disc_protrusion"
"disc_protrusion_regex",0.443382228276122,"disc_protrusion"
"disc_protrusion_negex",-0.098094402898187,"disc_protrusion"
"BODY_base",0.0199732533747694,"disc_protrusion"
"BODY_base_disc_protrus",0.0759181531437692,"disc_protrusion"
"BODY_broad",0.0436993509186448,"disc_protrusion"
"BODY_broad_base",0.0439623973593292,"disc_protrusion"
"BODY_bulg",0.0347255596213358,"disc_protrusion"
"BODY_central",0.0793015429092985,"disc_protrusion"
"BODY_central_disc",0.105540040178809,"disc_protrusion"
"BODY_central_disc_protrus",0.325264478422198,"disc_protrusion"
"BODY_conu",0.0178213462870047,"disc_protrusion"
"BODY_disc_protrus",0.396153579903823,"disc_protrusion"
"BODY_foramen",0.0381618838066132,"disc_protrusion"
"BODY_foramen_disc_protrus",0.100276619332823,"disc_protrusion"
"BODY_intens",0.00280370052480044,"disc_protrusion"
"BODY_l4_nerv",0.0415871341334046,"disc_protrusion"
"BODY_l4_nerv_root",0.0302657754295185,"disc_protrusion"
"BODY_nerv",0.0567706927708011,"disc_protrusion"
"BODY_nerv_root",0.0367346034439402,"disc_protrusion"
"BODY_paracentr",0.0810343000508157,"disc_protrusion"
"BODY_paracentr_disc",0.0401992824030839,"disc_protrusion"
"BODY_paracentr_disc_protrus",0.15658037475348,"disc_protrusion"
"BODY_protrus",0.514565451835845,"disc_protrusion"
"BODY_root",0.0530867599044595,"disc_protrusion"
"BODY_signal",0.00890163640304314,"disc_protrusion"
"BODY_stenosi",0.0445088671231943,"disc_protrusion"
"IMP_disc_protrus",0.307386732782594,"disc_protrusion"
"IMP_left",0.0105397136330452,"disc_protrusion"
"IMP_nerv",0.0505177906786233,"disc_protrusion"
"IMP_nerv_root",0.0582457983794664,"disc_protrusion"
"IMP_paracentr_disc_protrus",0.000947458548300435,"disc_protrusion"
"IMP_protrus",0.359851944320234,"disc_protrusion"
"IMP_root",0.0544430298538859,"disc_protrusion"
"cutoff",0.184258892750953,"disc_protrusion"
"Intercept",-4.23876111566815,"disc_extrusion"
"disc_extrusion_regex",1.66341601132319,"disc_extrusion"
"BODY_dimens",0.00312446208158856,"disc_extrusion"
"BODY_disc_fragment",0.214528349653909,"disc_extrusion"
"BODY_extrus",3.54927147141004,"disc_extrusion"
"BODY_side_foramen_stenosi",0.450817446887288,"disc_extrusion"
"IMP_disc_fragment",2.09795437271515,"disc_extrusion"
"IMP_extrus",2.57204668201619,"disc_extrusion"
"cutoff",0.0482460861736945,"disc_extrusion"
"Intercept",-5.01273528141351,"disc_herniation"
"disc_herniation_regex",2.90510403690705,"disc_herniation"
"disc_herniation_negex",-1.21716870671608,"disc_herniation"
"BODY_anterior_spondylolisthesis",0.877625105774305,"disc_herniation"
"BODY_bilater_foramen_disc",0.0555438118952635,"disc_herniation"
"BODY_bulg_annulus",0.12520108660367,"disc_herniation"
"BODY_cal_stenosi",1.46852477236277,"disc_herniation"
"BODY_disc_level",0.189769206586895,"disc_herniation"
"BODY_disc_monthgin_compat",0.212547591287195,"disc_herniation"
"BODY_herniat",0.0997504963352025,"disc_herniation"
"BODY_l2_nerv_root",0.108569133203069,"disc_herniation"
"BODY_mild_inferior",1.52317154650015,"disc_herniation"
"BODY_minor_ligament",0.181158800472988,"disc_herniation"
"BODY_minor_ligament_hypertrophi",0.168069068275758,"disc_herniation"
"BODY_monthgin_compat",0.18659920866831,"disc_herniation"
"BODY_neuroforamin_narrow_l5",2.01655500352363,"disc_herniation"
"BODY_no_suspici",0.839828426236076,"disc_herniation"
"BODY_sever_spinal_canal",0.0545573976957294,"disc_herniation"
"IMP_disc_herniat",1.93059298618759,"disc_herniation"
"IMP_distinct",2.69121630132105,"disc_herniation"
"IMP_sever_spinal_canal",0.0565192532569397,"disc_herniation"
"cutoff",0.0932310900355615,"disc_herniation"
"Intercept",-5.13458836420399,"disc_desiccation"
"modality_MR",0.232121071833585,"disc_desiccation"
"disc_desiccation_regex",5.12378394723691,"disc_desiccation"
"BODY_06",0.0963984368224208,"disc_desiccation"
"BODY_2_no_signific",0.330184543350451,"disc_desiccation"
"BODY_3_interspac",0.307329273741599,"disc_desiccation"
"BODY_arthropathi_bilater",0.014333500568361,"disc_desiccation"
"BODY_bulg_caus",-1.89324094816763,"disc_desiccation"
"BODY_bulg_spinal",0.139746104414574,"disc_desiccation"
"BODY_bulg_spinal_canal",0.105283901236591,"disc_desiccation"
"BODY_desicc",4.01443915139103,"disc_desiccation"
"BODY_design_l5_s1",1.56515585081312,"disc_desiccation"
"BODY_detail",0.899137729860406,"disc_desiccation"
"BODY_disc_bulg_caus",-1.86035820768967,"disc_desiccation"
"BODY_disc_dehydr",0.592664175115527,"disc_desiccation"
"BODY_l4_l5_posterior",0.130064490819627,"disc_desiccation"
"BODY_l5_posterior",0.113364251031415,"disc_desiccation"
"BODY_l5_s1_circumferenti",0.755275561067437,"disc_desiccation"
"BODY_l5_s1_minim",0.313185602741966,"disc_desiccation"
"BODY_laminotomi",1.47493377658621,"disc_desiccation"
"BODY_left_neuroforamin_stenosi",0.221808368944043,"disc_desiccation"
"BODY_left_posterior_later",0.0664862409241724,"disc_desiccation"
"BODY_level_chang",0.526546281002253,"disc_desiccation"
"BODY_ligament_hypertrophi",0.894493072654141,"disc_desiccation"
"BODY_moder_left_neuroforamin",1.48506261913578,"disc_desiccation"
"BODY_no_obviou",1.22342687656783,"disc_desiccation"
"BODY_no_spinal_stenosi",0.411262595676135,"disc_desiccation"
"BODY_normal_abdomin",1.28878199341947,"disc_desiccation"
"BODY_normal_conu",0.264024650832654,"disc_desiccation"
"BODY_protrus_compress",0.724593852436972,"disc_desiccation"
"BODY_s1_circumferenti",0.601151540064835,"disc_desiccation"
"BODY_s1_circumferenti_disc",0.572586886089823,"disc_desiccation"
"BODY_standard",1.49476420633158,"disc_desiccation"
"BODY_stenosi_c6",-0.684945039086123,"disc_desiccation"
"BODY_stenosi_c6_c7",-0.68319825220512,"disc_desiccation"
"BODY_stenosi_c7",-0.212615223393831,"disc_desiccation"
"BODY_stenosi_c7_t1",-0.163518152592846,"disc_desiccation"
